problem_id,original,direct_0,direct_1,direct_2,direct_3,direct_4,direct_5,direct_6,direct_7,top8,rank_order,top1_index,top1
aizu_1444_yokohama-phenomena,1745.3178779999992,1673.3444350000002,1691.7912889999998,1501.2351700000008,1652.1211590000007,1655.0388990000001,1552.333508,1804.248085,1723.2996459999995,1501.2351700000008,"['direct_2', 'direct_5', 'direct_3', 'direct_4', 'direct_0', 'direct_1', 'direct_7', 'direct_6']",direct_6,1804.248085
aizu_1447_nested-repetition-compression,7822.951458999998,8433.601220999997,8570.691149999999,6179.975362,11376.939563,6019.287165000001,7603.665967,6487.321717000001,3763.1640990000005,3763.1640990000005,"['direct_7', 'direct_4', 'direct_2', 'direct_6', 'direct_5', 'direct_0', 'direct_1', 'direct_3']",direct_7,3763.1640990000005
aizu_1448_chayas,1990.9249599999998,1803.8925350000002,2280.225615999999,2148.0117569999998,2226.1485420000013,2500.0699640000007,,1997.3207990000003,2017.9117430000001,1803.8925350000002,"['direct_0', 'direct_6', 'direct_7', 'direct_2', 'direct_3', 'direct_1', 'direct_4']",direct_3,2226.1485420000013
aizu_1449_color-inversion-on-a-huge-chessboard,6036.008717,2325.399056,2643.066679000001,2238.3615610000006,2346.723175,2306.0188430000003,2308.1384369999996,2201.475192,2145.270462999999,2145.270462999999,"['direct_7', 'direct_6', 'direct_2', 'direct_4', 'direct_5', 'direct_0', 'direct_3', 'direct_1']",direct_5,2308.1384369999996
aizu_1455_ribbon-on-the-christmas-present,1535.4495249999995,,1928.683367,2120.5286729999993,1942.3769070000003,1631.9834470000005,1686.0695010000004,1634.3529829999998,1916.811756999999,1631.9834470000005,"['direct_4', 'direct_6', 'direct_5', 'direct_7', 'direct_1', 'direct_3', 'direct_2']",direct_6,1634.3529829999998
aizu_1456_the-sparsest-number-in-between,1634.9296269999998,1957.8113349999994,1902.757291,1911.5920860000006,,2017.1796429999995,1981.2962340000006,2082.4654729999997,1874.1973140000002,1874.1973140000002,"['direct_7', 'direct_1', 'direct_2', 'direct_0', 'direct_5', 'direct_4', 'direct_6']",direct_5,1981.2962340000006
aizu_1459_e-circuit-is-now-on-sale!,1680.4058719999996,1690.0850909999988,1676.234292,1681.1476709999997,1765.8299900000004,1605.2149200000001,2017.1938430000002,1673.4554649999998,1726.9180979999994,1605.2149200000001,"['direct_4', 'direct_6', 'direct_1', 'direct_2', 'direct_0', 'direct_7', 'direct_3', 'direct_5']",direct_0,1690.0850909999988
aizu_1460_the-farthest-point,1857.7819029999994,1604.3029130000002,1903.6628949999997,1646.2927200000006,1691.5395029999997,1549.932508,1882.022644,1844.534304,1735.391486000001,1549.932508,"['direct_4', 'direct_0', 'direct_2', 'direct_3', 'direct_7', 'direct_6', 'direct_5', 'direct_1']",direct_3,1691.5395029999997
aizu_1464_mixing-solutions,2580.568859,1840.0042280000005,1723.9996880000003,1898.6031229999994,1768.4276039999997,1969.4539559999992,1859.8944479999993,1900.073532999999,1793.5218890000006,1723.9996880000003,"['direct_1', 'direct_3', 'direct_7', 'direct_0', 'direct_5', 'direct_2', 'direct_6', 'direct_4']",direct_1,1723.9996880000003
aizu_1664_which-team-should-receive-the-sponsor-prize?,1613.35749,1815.8973350000003,1601.8348459999997,1700.574424,1811.3512280000002,1704.9383620000003,1443.0891879999997,1565.385585,1672.2562289999998,1443.0891879999997,"['direct_5', 'direct_6', 'direct_1', 'direct_7', 'direct_2', 'direct_4', 'direct_3', 'direct_0']",direct_0,1815.8973350000003
aizu_1665_amidakuji,1608.0887860000005,1635.2017970000004,1580.7710759999993,1446.708598,1693.2656449999993,1550.4457190000003,1734.258218999999,1685.21722,1530.9570309999997,1446.708598,"['direct_2', 'direct_7', 'direct_4', 'direct_1', 'direct_0', 'direct_6', 'direct_3', 'direct_5']",direct_6,1685.21722
aizu_1666_changing-the-sitting-arrangement,1605.5596769999995,1498.0851459999992,1669.5099760000007,1761.7480829999995,1520.6718090000006,1729.3751209999996,1683.4289459999998,1664.3023930000002,1482.6866690000006,1482.6866690000006,"['direct_7', 'direct_0', 'direct_3', 'direct_6', 'direct_1', 'direct_5', 'direct_4', 'direct_2']",direct_0,1498.0851459999992
aizu_1668_tampered-records,1909.1444279999998,1734.3671789999996,1820.167669,1786.3818729999994,,1755.452423,1489.7460720000001,,2181.3663329999995,1489.7460720000001,"['direct_5', 'direct_0', 'direct_4', 'direct_2', 'direct_1', 'direct_7']",direct_4,1755.452423
aizu_1672_snacks-within-300-yen,1670.5197739999996,1888.9557770000001,1523.6788069999998,1515.4347369999998,1637.3704090000008,1776.120292,1764.818826,1751.2012739999996,1566.6060229999991,1515.4347369999998,"['direct_2', 'direct_1', 'direct_7', 'direct_3', 'direct_6', 'direct_5', 'direct_4', 'direct_0']",direct_7,1566.6060229999991
aizu_1673_overtaking,1690.048498,1828.3556640000002,1631.0501940000004,,1750.5964240000003,,1505.827,,,1505.827,"['direct_5', 'direct_1', 'direct_3', 'direct_0']",direct_0,1828.3556640000002
aizu_1674_honeycomb-distance,1641.015618,1727.1922660000002,1521.969203,1676.0145499999994,1669.0860830000001,1664.1866309999998,1615.61262,1699.8808639999997,1842.7909919999993,1521.969203,"['direct_1', 'direct_5', 'direct_4', 'direct_3', 'direct_2', 'direct_6', 'direct_0', 'direct_7']",direct_7,1842.7909919999993
aizu_1678_two-sets-of-cards,1756.4860760000006,1749.6579160000003,,1734.5614420000006,,1700.6662159999998,,,1816.354508,1700.6662159999998,"['direct_4', 'direct_2', 'direct_0', 'direct_7']",direct_5,
aizu_3600_sum-of-product-of-binomial-coefficients,13195.781955999997,12785.440717000003,12236.409871000002,,13271.673895999998,13384.682724000002,12383.487416000002,13642.077920000002,13351.269265,12236.409871000002,"['direct_1', 'direct_5', 'direct_0', 'direct_3', 'direct_7', 'direct_4', 'direct_6']",direct_0,12785.440717000003
aizu_3612_roller-coaster,2196.048762000001,2154.2838399999996,2318.241436,2209.348312000001,2490.486189000001,2285.693655,2405.1285270000008,2117.1788050000005,2369.3978840000004,2117.1788050000005,"['direct_6', 'direct_0', 'direct_2', 'direct_4', 'direct_1', 'direct_7', 'direct_5', 'direct_3']",direct_7,2369.3978840000004
aizu_3613_break-a-prison,3026.3032379999986,3177.909205999999,2661.1459780000005,2582.1968369999995,2886.584656,2761.2124729999987,3071.5685169999983,3143.8192169999998,2881.5269219999996,2582.1968369999995,"['direct_2', 'direct_1', 'direct_4', 'direct_7', 'direct_3', 'direct_5', 'direct_6', 'direct_0']",direct_7,2881.5269219999996
aizu_3614_camp-room-assignment,44660.678764000004,17362.332001000002,17457.392832,17548.408596,16896.579096,16472.904418000006,16037.931215,13455.154798000001,16782.415918999995,13455.154798000001,"['direct_6', 'direct_5', 'direct_4', 'direct_7', 'direct_3', 'direct_0', 'direct_1', 'direct_2']",direct_6,13455.154798000001
aizu_3616_gacha-101,17199.857826,6310.831523999999,6673.074737000001,16655.813051000005,6547.970734000002,17585.676272,6380.736620999999,16470.2714,6566.57502,6310.831523999999,"['direct_0', 'direct_5', 'direct_3', 'direct_7', 'direct_1', 'direct_6', 'direct_2', 'direct_4']",direct_0,6310.831523999999
aizu_3619_lcp-queries,6118.197940999999,1916.9603240000006,1694.185938,1815.0308249999996,1732.2393490000002,1968.5662590000004,1622.4516239999996,7004.2750479999995,1915.4126720000002,1622.4516239999996,"['direct_5', 'direct_1', 'direct_3', 'direct_2', 'direct_7', 'direct_0', 'direct_4', 'direct_6']",direct_3,1732.2393490000002
aizu_3627_expression-sum,3225.254205,,,,2164.6333830000003,2225.2271239999995,2427.9838570000006,,2043.1085369999998,2043.1085369999998,"['direct_7', 'direct_3', 'direct_4', 'direct_5']",direct_7,2043.1085369999998
aizu_3629_give-me-a-lot-of-triangles,1675.4279379999998,1588.815432,1722.5449799999997,1638.6272619999993,1572.046322,1678.908608,1624.6773940000007,1583.5544349999998,1597.2236220000007,1572.046322,"['direct_3', 'direct_6', 'direct_0', 'direct_7', 'direct_5', 'direct_2', 'direct_4', 'direct_1']",direct_6,1583.5544349999998
aizu_3630_half-plane-painting,1982.741862,2272.5759199999998,2183.149038,2303.8471110000005,2288.1900439999995,2091.3707210000016,2232.3864959999996,2262.5170640000006,2271.349046,2091.3707210000016,"['direct_4', 'direct_1', 'direct_5', 'direct_6', 'direct_7', 'direct_0', 'direct_3', 'direct_2']",direct_0,2272.5759199999998
aizu_3631_i-love-square-number,23386.763419000003,19244.723959000003,18087.43104,41325.162510000024,33169.091916,31568.38691100001,33055.498389999986,35547.368278999995,31052.749366999986,18087.43104,"['direct_1', 'direct_0', 'direct_7', 'direct_4', 'direct_5', 'direct_3', 'direct_6', 'direct_2']",direct_0,19244.723959000003
aizu_3636_noncoprime-subsequences,13611.961184000002,10867.115141999999,12970.510151999997,10927.243648000001,10788.412625,17463.524611,8786.674615000004,10870.962499000005,14039.946924,8786.674615000004,"['direct_5', 'direct_3', 'direct_0', 'direct_6', 'direct_2', 'direct_1', 'direct_7', 'direct_4']",direct_5,8786.674615000004
aizu_3637_tower-defense,1891.6260639999998,1747.562669,1616.2876190000006,1734.5201120000006,1652.9432950000003,1840.094311,1835.4837470000004,1905.186097,1775.5723130000001,1616.2876190000006,"['direct_1', 'direct_3', 'direct_2', 'direct_0', 'direct_7', 'direct_5', 'direct_4', 'direct_6']",direct_7,1775.5723130000001
aizu_3638_renovation,1979.5965190000004,1904.6823880000004,1756.285964,2024.8868140000004,1832.7647060000002,1862.4845420000004,2132.126907,1790.8859100000004,1801.2060760000002,1756.285964,"['direct_1', 'direct_6', 'direct_7', 'direct_3', 'direct_4', 'direct_0', 'direct_2', 'direct_5']",direct_1,1756.285964
aizu_3639_commutativity,2000.0735570000008,2111.9175160000004,1934.637143000001,,1650.5886219999995,,,,2073.315393,1650.5886219999995,"['direct_3', 'direct_1', 'direct_7', 'direct_0']",direct_3,1650.5886219999995
aizu_3640_paper-cut-game,1815.7073799999996,1639.1701879999998,1619.7411710000003,1676.5476650000003,1542.7162810000002,1473.0694329999992,1670.7292430000002,1705.0712000000003,1650.5630209999997,1473.0694329999992,"['direct_4', 'direct_3', 'direct_1', 'direct_0', 'direct_7', 'direct_5', 'direct_2', 'direct_6']",direct_0,1639.1701879999998
aizu_3647_equal-or-not-equal,1926.0379890000006,1977.1057999999998,,,1772.8073860000004,,,1676.18706,,1676.18706,"['direct_6', 'direct_3', 'direct_0']",direct_6,1676.18706
atcoder_abc380a_123233,1400.417158,1795.0426339999997,1635.4663500000004,1522.789995000001,1814.3601270000004,1572.679095,1697.4975110000005,1802.2827530000004,1535.2354620000003,1522.789995000001,"['direct_2', 'direct_7', 'direct_4', 'direct_1', 'direct_5', 'direct_0', 'direct_6', 'direct_3']",direct_6,1802.2827530000004
atcoder_abc380b_hurdle-parsing,1492.5766160000003,1348.0538489999997,1689.0490090000003,1586.3414800000003,1716.3520900000003,1617.579673,1694.4663079999996,1658.255191,1637.9273989999997,1348.0538489999997,"['direct_0', 'direct_2', 'direct_4', 'direct_7', 'direct_6', 'direct_1', 'direct_5', 'direct_3']",direct_0,1348.0538489999997
atcoder_abc380c_move-segment,3139.342580999999,2360.287193999999,2128.923078,2235.3579150000005,3113.677288,2050.537909999999,2065.7995520000004,2044.8808440000003,2383.790204000001,2044.8808440000003,"['direct_6', 'direct_4', 'direct_5', 'direct_1', 'direct_2', 'direct_0', 'direct_7', 'direct_3']",direct_0,2360.287193999999
atcoder_abc380d_strange-mirroring,9088.109306000004,3022.1301450000005,2779.2940470000003,2705.3382290000004,2705.747175,3472.1205729999997,2741.6147620000015,3242.137589,2683.645959999998,2683.645959999998,"['direct_7', 'direct_2', 'direct_3', 'direct_5', 'direct_1', 'direct_0', 'direct_6', 'direct_4']",direct_7,2683.645959999998
atcoder_abc380e_1d-bucket-tool,3546.4780410000008,3265.9102919999996,3271.227893999999,3444.495049999999,3402.870108,3511.244418,3452.964732000001,3543.6554379999993,3480.5291090000005,3265.9102919999996,"['direct_0', 'direct_1', 'direct_3', 'direct_2', 'direct_5', 'direct_7', 'direct_4', 'direct_6']",direct_6,3543.6554379999993
atcoder_abc380f_exchange-game,1916.5262689999995,1569.4474519999999,13364.442509,2111.5556309999997,1925.0366219999996,2032.1394879999993,1702.9774999999995,1993.5457539999998,1850.8833600000003,1569.4474519999999,"['direct_0', 'direct_5', 'direct_7', 'direct_3', 'direct_6', 'direct_4', 'direct_2', 'direct_1']",direct_0,1569.4474519999999
atcoder_abc381a_11-22-string,1770.6627630000007,1730.3480700000002,1581.0323340000002,1507.943578,1707.2996679999999,1522.47829,1434.9988310000003,1659.1068680000003,1464.5460020000003,1434.9988310000003,"['direct_5', 'direct_7', 'direct_2', 'direct_4', 'direct_1', 'direct_6', 'direct_3', 'direct_0']",direct_3,1707.2996679999999
atcoder_abc381b_1122-string,1572.7984420000005,1898.0153109999999,1536.1517680000002,1703.8260590000004,1956.6517269999997,1735.5414880000005,1682.8113680000006,1612.2145180000005,1642.7506860000003,1536.1517680000002,"['direct_1', 'direct_6', 'direct_7', 'direct_5', 'direct_2', 'direct_4', 'direct_0', 'direct_3']",direct_6,1612.2145180000005
atcoder_abc381c_11-22-substring,2334.403212,1969.1810899999996,2038.2909620000003,2562.476899,1951.0055580000007,2179.730162,2873.861548,2117.745134,1884.297641,1884.297641,"['direct_7', 'direct_3', 'direct_0', 'direct_1', 'direct_6', 'direct_4', 'direct_2', 'direct_5']",direct_0,1969.1810899999996
atcoder_abc381d_1122-substring,2492.6331810000006,2499.586767,2721.9742539999993,2609.122088000001,2444.5875440000013,2575.7933649999995,2591.588764,2421.507907,2531.8295000000003,2421.507907,"['direct_6', 'direct_3', 'direct_0', 'direct_7', 'direct_4', 'direct_5', 'direct_2', 'direct_1']",direct_2,2609.122088000001
atcoder_abc382b_daily-cookie-2,1558.2319269999998,1436.3148339999998,1701.7201740000007,1796.311684000001,1588.923693,1544.2335409999998,1813.8735319999996,1575.3749160000002,1686.9900899999989,1436.3148339999998,"['direct_0', 'direct_4', 'direct_6', 'direct_3', 'direct_7', 'direct_1', 'direct_2', 'direct_5']",direct_7,1686.9900899999989
atcoder_abc383a_humidifier-1,1610.6379489999995,1429.3995770000001,1710.8336550000004,1526.2877939999994,1638.674144,1528.395291,1522.8723069999999,1534.9938379999999,1422.7690910000003,1422.7690910000003,"['direct_7', 'direct_0', 'direct_5', 'direct_2', 'direct_4', 'direct_6', 'direct_3', 'direct_1']",direct_0,1429.3995770000001
atcoder_abc383b_humidifier-2,1752.9383870000004,2008.849568000001,1607.4883509999995,1709.4580119999998,1782.50851,1673.2465,1506.706374,1700.0523580000001,1658.3652239999997,1506.706374,"['direct_5', 'direct_1', 'direct_7', 'direct_4', 'direct_6', 'direct_2', 'direct_3', 'direct_0']",direct_4,1673.2465
atcoder_abc383d_9-divisors,28795.062789000007,2094.806263,2168.129767,2171.9778170000004,2096.8534249999993,1873.9890879999998,2270.2624620000006,2068.2632479999997,1885.8563470000006,1873.9890879999998,"['direct_4', 'direct_7', 'direct_6', 'direct_0', 'direct_3', 'direct_1', 'direct_2', 'direct_5']",direct_4,1873.9890879999998
atcoder_abc383e_sum-of-max-matching,4577.349283000002,,2909.388291000001,2945.8864209999997,3000.580378999999,3393.589600999999,3038.025902999998,3118.600095,2987.3693920000005,2909.388291000001,"['direct_1', 'direct_2', 'direct_7', 'direct_3', 'direct_5', 'direct_6', 'direct_4']",direct_4,3393.589600999999
atcoder_abc383f_diversity,1921.6514540000003,1691.9645689999998,1635.2926539999999,1877.7021499999994,1944.1123640000005,1794.2985540000002,1802.3686759999994,1761.6741180000001,1826.7248590000002,1635.2926539999999,"['direct_1', 'direct_0', 'direct_6', 'direct_4', 'direct_5', 'direct_7', 'direct_2', 'direct_3']",direct_4,1794.2985540000002
atcoder_abc384a_aaaadaa,1618.5589910000003,,1613.622126,2338.622878,1587.9364259999998,1622.975967,2439.5597049999997,,1568.9703459999998,1568.9703459999998,"['direct_7', 'direct_3', 'direct_1', 'direct_4', 'direct_2', 'direct_5']",direct_4,1622.975967
atcoder_abc384c_perfect-standings,1626.63938,1857.6445490000003,1500.5043849999997,1640.1158670000004,1735.1012839999994,1630.1402310000003,1676.305392,1792.1694400000001,1751.3014479999997,1500.5043849999997,"['direct_1', 'direct_4', 'direct_2', 'direct_5', 'direct_3', 'direct_7', 'direct_6', 'direct_0']",direct_0,1857.6445490000003
atcoder_abc384d_repeated-sequence,1997.2681010000003,1823.329776999999,1817.2998019999998,1901.5636929999998,1908.6689019999985,2244.6796569999997,1890.5585929999995,2140.438121000001,1859.1610250000008,1817.2998019999998,"['direct_1', 'direct_0', 'direct_7', 'direct_5', 'direct_2', 'direct_3', 'direct_6', 'direct_4']",direct_5,1890.5585929999995
atcoder_abc384e_takahashi-is-slime-2,3782.1614089999994,3115.6932759999995,3366.0678170000006,2923.581718,3123.561932,2875.948610000001,3130.7634089999997,2822.900706000001,2881.1608269999992,2822.900706000001,"['direct_6', 'direct_4', 'direct_7', 'direct_2', 'direct_0', 'direct_3', 'direct_5', 'direct_1']",direct_5,3130.7634089999997
atcoder_abc384f_double-sum-2,66940.05088899999,,28284.950097999994,,25853.37030800001,29474.676241000016,24935.64437000001,33884.10238099999,35117.12843700001,24935.64437000001,"['direct_5', 'direct_3', 'direct_1', 'direct_4', 'direct_6', 'direct_7']",direct_5,24935.64437000001
atcoder_abc385a_equally,1612.5339380000005,1539.227898,1592.9221069999996,1578.5634950000003,1705.5122190000002,1524.3889720000004,1605.8687129999998,1868.5380489999995,1531.1748750000002,1524.3889720000004,"['direct_4', 'direct_7', 'direct_0', 'direct_2', 'direct_1', 'direct_5', 'direct_3', 'direct_6']",direct_7,1531.1748750000002
atcoder_abc385b_santa-claus-1,1669.005128,1824.6042350000005,1539.298593,1565.3104759999999,1853.3574740000004,1844.4312459999999,1866.829909999999,1929.7950749999993,1698.3676519999997,1539.298593,"['direct_1', 'direct_2', 'direct_7', 'direct_0', 'direct_4', 'direct_3', 'direct_5', 'direct_6']",direct_1,1539.298593
atcoder_abc385e_snowflake-tree,13903.284266000004,10437.398342,10709.353234999997,11275.304917000001,10220.024655000001,10091.132235,10960.549140000001,10221.690222000003,10291.134591,10091.132235,"['direct_4', 'direct_3', 'direct_6', 'direct_7', 'direct_0', 'direct_1', 'direct_5', 'direct_2']",direct_4,10091.132235
atcoder_abc385f_visible-buildings,3814.7267369999995,2185.746394,2815.2809359999997,2157.3275540000004,2385.5616170000003,2266.2780329999996,2341.199659,2343.7224499999998,2146.914388,2146.914388,"['direct_7', 'direct_2', 'direct_0', 'direct_4', 'direct_5', 'direct_6', 'direct_3', 'direct_1']",direct_3,2385.5616170000003
atcoder_abc386a_full-house-2,1681.2296619999995,1514.2042100000006,1623.3681119999992,1544.365801,1697.0253070000008,1875.594385,1434.567867,1676.475508,1380.2992869999996,1380.2992869999996,"['direct_7', 'direct_5', 'direct_0', 'direct_2', 'direct_1', 'direct_6', 'direct_3', 'direct_4']",direct_6,1676.475508
atcoder_abc386b_calculator,1562.569391,2348.2356130000003,1716.4294569999997,1632.5219690000004,2006.090971000001,1544.6719019999996,1596.4989099999996,1515.8837360000005,1585.3496590000009,1515.8837360000005,"['direct_6', 'direct_4', 'direct_7', 'direct_5', 'direct_2', 'direct_1', 'direct_3', 'direct_0']",direct_4,1544.6719019999996
atcoder_abc386e_-maximize-xor,28609.46144,21789.101204000002,85121.02236799999,14909.833779999997,12517.858677999993,11076.676346999997,11354.140129999998,11385.298590999999,11385.247201000004,11076.676346999997,"['direct_4', 'direct_5', 'direct_7', 'direct_6', 'direct_3', 'direct_2', 'direct_0', 'direct_1']",direct_4,11076.676346999997
atcoder_abc386f_operate-k,1917.0513279999993,2074.5410179999994,,1881.678249,1810.2099999999998,1901.6483970000008,1866.0924849999992,1989.4480189999995,,1810.2099999999998,"['direct_3', 'direct_5', 'direct_2', 'direct_4', 'direct_6', 'direct_0']",direct_3,1810.2099999999998
atcoder_abc387a_happy-new-year-2025,1632.0813580000004,1957.8545060000004,1540.735933999999,1465.6906700000009,1738.5828099999999,1601.6887249999997,1742.669851,1545.0770390000002,1489.4123229999996,1465.6906700000009,"['direct_2', 'direct_7', 'direct_1', 'direct_6', 'direct_4', 'direct_3', 'direct_5', 'direct_0']",direct_5,1742.669851
atcoder_abc387b_9x9-sum,1565.3281470000002,1545.9866329999998,1776.5920709999996,1684.5773979999997,1690.6971760000004,1629.0471380000004,1552.1849569999997,1702.643529,1455.2774680000002,1455.2774680000002,"['direct_7', 'direct_0', 'direct_5', 'direct_4', 'direct_2', 'direct_3', 'direct_6', 'direct_1']",direct_1,1776.5920709999996
atcoder_abc387c_snake-numbers,1691.8644569999997,1674.405475,1694.599922,1636.0223439999993,1604.7683079999995,1690.9421819999998,1637.7633849999997,1549.9140489999997,1579.8447119999996,1549.9140489999997,"['direct_6', 'direct_7', 'direct_3', 'direct_2', 'direct_5', 'direct_0', 'direct_4', 'direct_1']",direct_6,1549.9140489999997
atcoder_abc387d_snaky-walk,19178.570898999995,12909.135242,10939.320725000003,11847.463092000004,12722.707774999999,8692.75447,20462.647141,8352.610655000002,10207.876871999997,8352.610655000002,"['direct_6', 'direct_4', 'direct_7', 'direct_1', 'direct_2', 'direct_3', 'direct_0', 'direct_5']",direct_6,8352.610655000002
atcoder_abc387e_digit-sum-divisible-2,1699.532206,1687.730166,1624.708109,1825.213785,1655.8328490000004,1610.5735490000006,1547.0786319999997,1693.7988009999997,1631.8160520000006,1547.0786319999997,"['direct_5', 'direct_4', 'direct_1', 'direct_7', 'direct_3', 'direct_0', 'direct_6', 'direct_2']",direct_1,1624.708109
atcoder_abc388a_?upc,1479.2618820000002,1653.1340149999999,1695.6573070000004,1659.5298580000003,1669.5519089999993,1561.4073569999998,1782.5784210000002,1781.9951210000002,1645.5053950000001,1561.4073569999998,"['direct_4', 'direct_7', 'direct_0', 'direct_2', 'direct_3', 'direct_1', 'direct_6', 'direct_5']",direct_3,1669.5519089999993
atcoder_abc388b_heavy-snake,1776.2158720000004,1662.1082100000003,1586.8051150000001,1754.1011900000003,1772.0961300000004,1556.327937,1766.7275789999999,1606.3166890000002,1333.3713189999994,1333.3713189999994,"['direct_7', 'direct_4', 'direct_1', 'direct_6', 'direct_0', 'direct_2', 'direct_5', 'direct_3']",direct_6,1606.3166890000002
atcoder_abc388c_various-kagamimochi,16392.073179,10840.974253999995,11376.578541999997,20710.465776999998,10762.408282000002,12233.280119000001,11833.694144999998,11474.311735999998,11399.140968999996,10762.408282000002,"['direct_3', 'direct_0', 'direct_1', 'direct_7', 'direct_6', 'direct_5', 'direct_4', 'direct_2']",direct_3,10762.408282000002
atcoder_abc388d_coming-of-age-celebration,8758.952727999998,9173.298230999999,8979.788994,2626.2601190000005,2984.966725,9053.780362,2680.9237779999994,2572.9867959999997,2940.600097,2572.9867959999997,"['direct_6', 'direct_2', 'direct_5', 'direct_7', 'direct_3', 'direct_1', 'direct_4', 'direct_0']",direct_6,2572.9867959999997
atcoder_abc388f_dangerous-sugoroku,2369.5946299999996,1713.200282000001,1724.9094860000005,1746.3682379999996,,1873.7851489999998,,,1795.3194860000003,1713.200282000001,"['direct_0', 'direct_1', 'direct_2', 'direct_7', 'direct_4']",direct_4,1873.7851489999998
atcoder_abc388g_simultaneous-kagamimochi-2,3619.6767269999996,2378.2554709999995,3817.6218450000006,2240.5295469999996,2338.779344,2477.9483159999995,2479.6760550000017,2581.6322489999993,3605.607775,2240.5295469999996,"['direct_2', 'direct_3', 'direct_0', 'direct_4', 'direct_5', 'direct_6', 'direct_7', 'direct_1']",direct_3,2338.779344
atcoder_abc389a_9x9,1791.9263660000004,1615.69361,1655.478169,1498.2082959999998,1701.9700369999998,1801.4776399999998,1729.045838,1675.0868810000002,1596.5376960000003,1498.2082959999998,"['direct_2', 'direct_7', 'direct_0', 'direct_1', 'direct_6', 'direct_3', 'direct_5', 'direct_4']",direct_1,1655.478169
atcoder_abc389b_tcaf,1568.089577,1693.9048100000002,1550.838672,1693.7200829999997,1755.7939939999999,1771.1863320000007,1664.4299900000005,1667.898155,1617.602009,1550.838672,"['direct_1', 'direct_7', 'direct_5', 'direct_6', 'direct_2', 'direct_0', 'direct_3', 'direct_4']",direct_0,1693.9048100000002
atcoder_abc389c_snake-queue,8077.794868,2883.3820510000005,3291.703074,2966.8672260000003,3112.521586,2662.7733999999996,2917.9143240000003,3334.3083270000006,2961.821414000001,2662.7733999999996,"['direct_4', 'direct_0', 'direct_5', 'direct_7', 'direct_2', 'direct_3', 'direct_1', 'direct_6']",direct_4,2662.7733999999996
atcoder_abc389d_squares-in-circle,17956.050923,6783.846310000001,6401.668426999999,7808.822666000002,6038.693967999998,6518.7190759999985,6546.310697,6331.498559999999,9248.502418,6038.693967999998,"['direct_3', 'direct_6', 'direct_1', 'direct_4', 'direct_5', 'direct_0', 'direct_2', 'direct_7']",direct_4,6518.7190759999985
atcoder_abc389e_square-price,8483.625426999999,8781.72051,8498.208166000002,8991.213731,8704.614677999998,8573.880201999998,16344.968019000004,8690.635122,8415.050463,8415.050463,"['direct_7', 'direct_1', 'direct_4', 'direct_6', 'direct_3', 'direct_0', 'direct_2', 'direct_5']",direct_4,8573.880201999998
atcoder_abc389f_rated-range,12985.756526999998,,,,,,,,,,[],,
atcoder_abc390b_geometric-sequence,1563.074677,1492.500099,1734.3854979999999,1665.24768,1758.1054980000006,1650.3689620000007,1533.596628,1719.869681,1620.6898629999998,1492.500099,"['direct_0', 'direct_5', 'direct_7', 'direct_4', 'direct_2', 'direct_6', 'direct_1', 'direct_3']",direct_2,1665.24768
atcoder_abc390c_paint-to-make-a-rectangle,1692.0947080000003,1844.9042989999994,1594.7978789999997,1780.3050970000004,1797.8930209999992,1743.331309,1707.5323540000004,1813.9648789999994,1733.075243,1594.7978789999997,"['direct_1', 'direct_5', 'direct_7', 'direct_4', 'direct_2', 'direct_3', 'direct_6', 'direct_0']",direct_2,1780.3050970000004
atcoder_abc390d_stone-xor,22621.09558900001,21171.131211999997,,,,29907.44411500001,,20684.22702099999,,20684.22702099999,"['direct_6', 'direct_0', 'direct_4']",direct_0,21171.131211999997
atcoder_abc390f_double-sum-3,2152.3326979999993,2022.543687,1832.6928989999997,2048.7779729999997,1845.538238,1830.9516649999998,2033.130133999999,1800.8988829999998,1909.3131510000003,1800.8988829999998,"['direct_6', 'direct_4', 'direct_1', 'direct_3', 'direct_7', 'direct_0', 'direct_5', 'direct_2']",direct_4,1830.9516649999998
atcoder_abc391a_lucky-direction,1599.4400650000002,1670.218788999999,1600.8035620000003,1680.267476,1593.1722909999999,1648.3745290000006,1733.6021369999999,1610.9961569999994,1439.1843219999998,1439.1843219999998,"['direct_7', 'direct_3', 'direct_1', 'direct_6', 'direct_4', 'direct_0', 'direct_2', 'direct_5']",direct_4,1648.3745290000006
atcoder_abc391b_seek-grid,1618.5569479999995,1585.8046050000005,1683.8099570000002,1646.3789659999995,1864.7773579999998,1517.524163,1624.0154479999997,1590.2831159999998,1478.5122349999997,1478.5122349999997,"['direct_7', 'direct_4', 'direct_0', 'direct_6', 'direct_5', 'direct_2', 'direct_1', 'direct_3']",direct_1,1683.8099570000002
atcoder_abc391c_pigeonhole-query,2884.9539259999983,2435.9429730000006,2105.083089,2350.8873829999993,2131.7244769999998,2385.6589589999985,2203.597564,2143.99915,2285.461123,2105.083089,"['direct_1', 'direct_3', 'direct_6', 'direct_5', 'direct_7', 'direct_2', 'direct_4', 'direct_0']",direct_2,2350.8873829999993
