problem_id,best_direct,original,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,top8,rank_order
atcoder_abc403a_odd-position-sum,250.40305899999998,246.628176,392.55249499999996,303.935605,230.70192100000003,415.838651,324.097948,302.35797,320.16009499999996,295.6735510000001,230.70192100000003,"['rank_3', 'rank_8', 'rank_6', 'rank_2', 'rank_7', 'rank_5', 'rank_1', 'rank_4']"
atcoder_abc403b_four-hidden,297.758079,280.895152,321.682232,2022.54427,280.833717,307.88345100000004,4683.780454000001,356.57798099999997,309.84404499999994,13053.337148,280.833717,"['rank_3', 'rank_4', 'rank_7', 'rank_1', 'rank_6', 'rank_2', 'rank_5', 'rank_8']"
atcoder_abc403d_forbidden-difference,3399.122247,3481.6798319999994,,,,1943.141676,,3470.883856,3612.0201040000006,,1943.141676,"['rank_4', 'rank_6', 'rank_7']"
atcoder_abc403e_forbidden-prefix,,2178.2464180000006,,,,,,,,,,[]
atcoder_arc168a_<inversion>,494.706656,558.1287810000001,623.4456889999999,554.186896,479.04198899999994,502.167229,506.0517480000001,966.4207230000001,533.9723500000001,590.5251420000001,479.04198899999994,"['rank_3', 'rank_4', 'rank_5', 'rank_7', 'rank_2', 'rank_8', 'rank_1', 'rank_6']"
atcoder_arc168c_swap-characters,,1989.1855120000005,,,,,,,,,,[]
atcoder_arc169a_please-sign,698.3038140000001,824.6106139999999,756.1073129999999,,817.0856779999999,786.6544429999999,,750.9230439999999,724.5158980000001,,724.5158980000001,"['rank_7', 'rank_6', 'rank_1', 'rank_4', 'rank_3']"
atcoder_arc170a_yet-another-ab-problem,331.96207999999996,426.072993,,,293.99578199999996,345.598875,,,340.96272000000005,,293.99578199999996,"['rank_3', 'rank_7', 'rank_4']"
atcoder_arc170b_arithmetic-progression-subsequence,,1546.8644479999998,,,,,,,,,,[]
atcoder_arc170d_triangle-card-game,,7718.774155999999,,,,,,,,,,[]
atcoder_arc170e_bdfs,368.7356940000001,370.75527800000015,,,248.517048,,,287.149679,352.6366159999999,,248.517048,"['rank_3', 'rank_6', 'rank_7']"
atcoder_arc171a_no-attacking,296.858469,415.30935000000005,407.216293,320.4394,314.642487,284.44686400000006,277.135317,293.49005600000004,319.399596,357.33826999999997,277.135317,"['rank_5', 'rank_4', 'rank_6', 'rank_3', 'rank_7', 'rank_2', 'rank_8', 'rank_1']"
atcoder_arc171b_chmax,565.73013,513.347869,458.58199800000006,557.8527229999999,540.070709,464.76465799999994,2591.327808,2466.787856,487.78806,2528.9075799999996,458.58199800000006,"['rank_1', 'rank_4', 'rank_7', 'rank_3', 'rank_2', 'rank_6', 'rank_8', 'rank_5']"
atcoder_arc172b_atcoder-language,290.40910499999995,589.9089439999999,,,,,,,,,,[]
atcoder_arc172c_election,,372.746023,,,,,,,,,,[]
atcoder_arc173a_neq-number,321.86817600000006,329.32258700000006,329.75821,,,263.744935,313.73281399999996,,287.07287500000007,290.66017100000005,263.744935,"['rank_4', 'rank_7', 'rank_8', 'rank_5', 'rank_1']"
atcoder_arc173b_make-many-triangles,426.1294739999999,435.82857,,524.758697,,,,,,,524.758697,['rank_2']
atcoder_arc174a_a-multiply,659.3221269999999,828.737122,335.509479,,268.10192700000005,271.827831,312.80888400000003,,294.153723,,268.10192700000005,"['rank_3', 'rank_4', 'rank_7', 'rank_5', 'rank_1']"
atcoder_arc174d_digit-vs-square-root,969.461611,528.614315,,,,,,,,,,[]
atcoder_arc175b_parenthesis-arrangement,583.0825760000001,601.4422079999999,,,,,,,,,,[]
atcoder_arc177a_exchange,355.83496799999995,325.2364940000001,320.247578,364.177837,382.2683899999999,412.8212689999999,,352.66468599999996,291.485632,359.5523079999999,291.485632,"['rank_7', 'rank_1', 'rank_6', 'rank_8', 'rank_2', 'rank_3', 'rank_4']"
atcoder_arc177e_wrong-scoreboard,425.749068,357.8626920000001,,,,363.5543449999999,,,,,363.5543449999999,['rank_4']
atcoder_arc178a_good-permutation-2,,1191.935411,,,,,,,,,,[]
atcoder_arc178b_1-+-6-=-7,297.088653,304.755592,,285.625124,310.09202700000003,,384.508097,,,380.565321,285.625124,"['rank_2', 'rank_3', 'rank_8', 'rank_5']"
atcoder_arc178c_sum-of-abs-2,9732.405536,5611.774995000001,13612.865906,,13441.808249000002,13603.996364000002,13698.103398,,,,13441.808249000002,"['rank_3', 'rank_4', 'rank_1', 'rank_5']"
atcoder_arc179a_partition,,273.893597,,,,,,,,,,[]
atcoder_arc180c_subsequence-and-prefix-sum,,499.267836,,,,,,,,,,[]
atcoder_arc181a_sort-left-and-right,364.41861299999994,284.94550499999997,,317.73976300000004,,,,,,,317.73976300000004,['rank_2']
atcoder_arc181b_annoying-string-problem,409.09314400000005,346.171033,,,345.32285199999995,,364.070204,,,,345.32285199999995,"['rank_3', 'rank_5']"
atcoder_arc181d_prefix-bubble-sort,,338.763756,374.10988999999995,318.357286,313.912245,304.304794,315.766822,356.70035200000007,308.371433,,304.304794,"['rank_4', 'rank_7', 'rank_3', 'rank_5', 'rank_2', 'rank_6', 'rank_1']"
atcoder_arc182a_chmax-rush!,,297.050122,,,,,,,,,,[]
atcoder_arc183b_near-assignment,,571.283631,,,,,639.928565,,,,639.928565,['rank_5']
atcoder_arc183c_not-argmax,,372.809159,458.993799,414.23094999999995,396.92711800000006,,,,,,396.92711800000006,"['rank_3', 'rank_2', 'rank_1']"
atcoder_arc184c_mountain-and-valley-folds,388.1944269999999,339.530019,,340.881771,312.47068299999995,391.762746,320.49016499999993,331.98681100000005,374.90106700000007,419.242531,312.47068299999995,"['rank_3', 'rank_5', 'rank_6', 'rank_2', 'rank_7', 'rank_4', 'rank_8']"
atcoder_arc185a_mod-m-game-2,287.658762,346.31233899999995,,,,,,,,,,[]
atcoder_arc185b_+1-and--1,355.201916,311.602493,,,315.91901700000005,,306.565579,287.920916,,312.508068,287.920916,"['rank_6', 'rank_5', 'rank_8', 'rank_3']"
atcoder_arc188b_symmetric-painting,356.028922,322.91626700000006,324.97199699999993,325.67375100000004,368.65724,397.3090259999999,281.10463899999996,301.28798599999993,370.977195,317.169196,281.10463899999996,"['rank_5', 'rank_6', 'rank_8', 'rank_1', 'rank_2', 'rank_3', 'rank_7', 'rank_4']"
atcoder_arc189b_minimize-sum,1380.9872899999998,1383.4457860000002,1369.501409,1447.8549380000002,1608.262995,1575.9529909999999,1539.9904070000002,1495.2747720000002,1775.6231770000002,1511.4145079999998,1369.501409,"['rank_1', 'rank_2', 'rank_6', 'rank_8', 'rank_5', 'rank_4', 'rank_3', 'rank_7']"
atcoder_arc189c_balls-and-boxes,,399.9249,,,,,382.75345799999997,311.43773000000004,,401.326596,311.43773000000004,"['rank_6', 'rank_5', 'rank_8']"
atcoder_arc190a_inside-or-outside,320.47015899999997,376.5546749999999,,,,,,,,,,[]
atcoder_arc192a_arc-arc,648.3768490000001,748.452304,590.818423,,649.0415889999999,635.728981,626.1330849999999,,572.979512,604.2295939999999,572.979512,"['rank_7', 'rank_1', 'rank_8', 'rank_5', 'rank_4', 'rank_3']"
atcoder_arc192b_fennec-vs.-snuke-2,292.2714490000001,743.7818589999999,,743.43015,,,,,679.6470219999999,,679.6470219999999,"['rank_7', 'rank_2']"
atcoder_arc193a_complement-interval-graph,296.557727,345.18045199999995,351.384912,378.32601900000003,266.18848900000006,684.8378809999999,300.256765,,325.76506299999994,,266.18848900000006,"['rank_3', 'rank_5', 'rank_7', 'rank_1', 'rank_2', 'rank_4']"
atcoder_arc194a_operations-on-a-stack,,550.3221599999999,,,,,,460.492899,,,460.492899,['rank_6']
atcoder_arc194b_minimum-cost-sort,455.776297,595.376773,557.625811,,,490.9881390000001,551.9414350000001,,518.1356020000001,,490.9881390000001,"['rank_4', 'rank_7', 'rank_5', 'rank_1']"
atcoder_arc195a_twice-subsequence,,342.882297,,,,,,,,,,[]
atcoder_arc195b_uniform-sum,,2010.0489830000001,1980.777431,,,,,,,,1980.777431,['rank_1']
atcoder_arc195c_hamiltonian-pieces,,1945.835392,,,,,,,,,,[]
atcoder_arc195d_swap-and-erase,1108.3239540000004,1659.783728,1763.126584,1943.012821,,,,,1745.766016,,1745.766016,"['rank_7', 'rank_1', 'rank_2']"
atcoder_arc197a_union-of-grid-paths,441.667547,475.367099,297.850377,,,,,,,,297.850377,['rank_1']
atcoder_arc197b_greater-than-average,6498.035650000001,7194.381737999999,7288.099354,6932.0134130000015,7409.417086,,,,,,6932.0134130000015,"['rank_2', 'rank_1', 'rank_3']"
atcoder_arc197e_four-square-tiles,229.80496200000002,380.42137999999994,,,,,311.3814740000001,,,,311.3814740000001,['rank_5']
codechef_ADJSUMLOST_adjacent-sum-array,357.357456,386.283879,422.282363,493.899341,350.224474,482.80382,,478.424467,430.741413,,350.224474,"['rank_3', 'rank_1', 'rank_7', 'rank_6', 'rank_4', 'rank_2']"
codechef_ADVITIYA_advitiya,,381.053362,353.33639200000005,,361.982463,398.2815580000001,,,378.57180600000004,,353.33639200000005,"['rank_1', 'rank_3', 'rank_7', 'rank_4']"
codechef_ALTUNI_alternate-universe,265.66569400000003,259.02673500000003,,,,,,,,,,[]
codechef_ASSIGNSCORE_assignment-score,325.764371,359.710355,327.81266300000004,324.75858600000004,487.91773699999993,289.74903900000004,302.809095,324.901143,270.53897699999993,309.446057,270.53897699999993,"['rank_7', 'rank_4', 'rank_5', 'rank_8', 'rank_2', 'rank_6', 'rank_1', 'rank_3']"
codechef_BDISC_bulk-discount,792.2526700000001,780.2013019999999,726.3334749999998,748.4102069999999,745.087926,706.188625,718.6771710000002,761.3619689999998,762.0964039999999,735.722489,706.188625,"['rank_4', 'rank_5', 'rank_1', 'rank_8', 'rank_3', 'rank_2', 'rank_6', 'rank_7']"
codechef_BINARYSUM_binary-sum,267.20284,288.08187799999996,356.20807299999996,379.925532,337.19218000000006,310.30803,344.397602,273.31903300000005,297.996514,285.9236209999999,273.31903300000005,"['rank_6', 'rank_8', 'rank_7', 'rank_4', 'rank_3', 'rank_5', 'rank_1', 'rank_2']"
codechef_BINREM_binary-removals,362.686932,313.44306700000004,265.305491,377.003634,290.421094,312.54740599999997,283.934863,313.92976799999997,304.486777,289.394172,265.305491,"['rank_1', 'rank_5', 'rank_8', 'rank_3', 'rank_7', 'rank_4', 'rank_6', 'rank_2']"
codechef_BOX2_2-boxes,313.090158,418.502279,308.340826,273.163777,281.40601699999996,323.000566,316.455745,259.966529,313.734313,296.87180700000005,259.966529,"['rank_6', 'rank_2', 'rank_3', 'rank_8', 'rank_1', 'rank_7', 'rank_5', 'rank_4']"
codechef_BRKSTICK_breaking-sticks,379.05195400000014,298.07192,372.117741,363.135848,329.17499899999996,359.56050100000004,319.188142,311.6238,357.021156,293.82212,293.82212,"['rank_8', 'rank_6', 'rank_5', 'rank_3', 'rank_7', 'rank_4', 'rank_2', 'rank_1']"
codechef_CALINTAKE_calorie-intake,369.01166,275.40795700000007,,262.442416,307.53092,,266.056145,366.319038,,277.19039499999997,262.442416,"['rank_2', 'rank_5', 'rank_8', 'rank_3', 'rank_6']"
codechef_CARDGAME1_card-game,403.396599,283.760877,307.675278,291.884696,339.42642,332.25335499999994,,333.840814,264.23377100000005,,264.23377100000005,"['rank_7', 'rank_2', 'rank_1', 'rank_4', 'rank_6', 'rank_3']"
codechef_CDMT_codemat,334.40507199999996,305.9652,373.10506300000003,299.538858,338.4870830000001,383.936802,267.181142,312.26410200000004,254.99718400000003,,254.99718400000003,"['rank_7', 'rank_5', 'rank_2', 'rank_6', 'rank_3', 'rank_1', 'rank_4']"
codechef_CHEFSOCKS_chef-and-socks,335.93145,351.97540300000003,284.17644000000007,259.44922099999997,412.123326,304.57296299999996,249.33802199999997,239.175248,294.020657,297.903584,239.175248,"['rank_6', 'rank_5', 'rank_2', 'rank_1', 'rank_7', 'rank_8', 'rank_4', 'rank_3']"
codechef_CHESSCOLOUR_chess-colouring,,353.556641,281.96079100000003,350.663547,,,,263.163986,,,263.163986,"['rank_6', 'rank_1', 'rank_2']"
codechef_CLSI_conquer-the-fest!!,277.14976299999995,309.76992999999993,316.59159400000004,389.179356,283.63608400000004,312.52931,258.29440999999997,260.00644100000005,399.19217999999995,,258.29440999999997,"['rank_5', 'rank_6', 'rank_3', 'rank_4', 'rank_1', 'rank_2', 'rank_7']"
codechef_CNTDISJOINT_count-disjoint-arrays,334.646146,362.60297900000006,362.74703600000004,,,459.025264,,396.975173,,,362.74703600000004,"['rank_1', 'rank_6', 'rank_4']"
codechef_COUNT0110_counting-01-and-10,447.149616,388.81549100000007,,447.9665560000001,,,,271.275457,,,271.275457,"['rank_6', 'rank_2']"
codechef_CPYD_no-two-alike,1215.410616,1096.2232999999999,,,,1162.48921,,,,,1162.48921,['rank_4']
codechef_CRCK_christmas-cake,330.18439300000006,291.544052,292.47659300000004,351.089878,330.063085,302.669296,241.22310299999995,279.77892499999996,347.339143,298.477102,241.22310299999995,"['rank_5', 'rank_6', 'rank_1', 'rank_8', 'rank_4', 'rank_3', 'rank_7', 'rank_2']"
codechef_DELDIF_deletion-and-difference,995.312967,946.9104510000002,,,,,,,,,,[]
codechef_DONUTSELL_selling-donuts,334.76010199999996,257.001436,,,286.09528600000004,339.29839200000004,290.95487899999995,306.406245,290.60340299999996,276.488485,276.488485,"['rank_8', 'rank_3', 'rank_7', 'rank_5', 'rank_6', 'rank_4']"
codechef_DPOWER_distinct-power,331.8726339999999,328.43564100000003,,300.38070500000003,,,,,344.08921399999997,,300.38070500000003,"['rank_2', 'rank_7']"
codechef_FLIPPRE_flip-prefix,283.45548,357.39621600000004,284.035909,324.450948,377.514563,235.91519000000002,249.60866099999998,279.96825,309.535301,282.94057499999997,235.91519000000002,"['rank_4', 'rank_5', 'rank_6', 'rank_8', 'rank_1', 'rank_7', 'rank_2', 'rank_3']"
codechef_FOODBAL_food-balance,359.8221050000001,318.44298999999995,285.29118,394.7219180000001,347.9201060000001,275.51716000000005,302.872667,,308.077475,274.837693,274.837693,"['rank_8', 'rank_4', 'rank_1', 'rank_5', 'rank_7', 'rank_3', 'rank_2']"
codechef_GGMM_short-piles,303.90703099999996,307.03043500000007,300.43841899999995,353.71851,399.54703,274.811397,305.16149900000005,285.10860799999995,306.08503699999994,306.68875999999995,274.811397,"['rank_4', 'rank_6', 'rank_1', 'rank_5', 'rank_7', 'rank_8', 'rank_2', 'rank_3']"
codechef_GOODMATRIX_the-best-matrix,307.730122,296.45248599999996,319.255358,,,281.37391400000007,,,,,281.37391400000007,"['rank_4', 'rank_1']"
codechef_HJJ_can-you-bench,313.2059060000001,287.40272999999996,274.37305999999995,311.74555,368.89403500000003,309.566421,345.02543000000003,361.64031200000005,322.54812599999997,,274.37305999999995,"['rank_1', 'rank_4', 'rank_2', 'rank_7', 'rank_5', 'rank_6', 'rank_3']"
codechef_HWFIN_too-much-homework!,288.994815,389.168976,347.551526,288.82362,328.521274,308.4146859999999,269.44317500000005,261.80133700000005,305.649053,321.0599669999999,261.80133700000005,"['rank_6', 'rank_5', 'rank_2', 'rank_7', 'rank_4', 'rank_8', 'rank_3', 'rank_1']"
codechef_ICECONE_icecream-and-cone,268.392044,323.56344799999994,314.90347499999996,346.26429900000016,263.714853,320.760759,366.459204,301.2599870000001,302.983213,277.465121,263.714853,"['rank_3', 'rank_8', 'rank_6', 'rank_7', 'rank_1', 'rank_4', 'rank_2', 'rank_5']"
codechef_INPL_ipl,324.123564,351.971767,313.7758720000001,370.58779300000003,236.050106,217.486481,318.88270299999994,310.95017699999994,354.5499189999999,288.08928599999996,217.486481,"['rank_4', 'rank_3', 'rank_8', 'rank_6', 'rank_1', 'rank_5', 'rank_7', 'rank_2']"
codechef_KOMON_monster-monster,1534.229783,1526.3701290000001,1527.3539410000003,1763.122052,1687.3365850000002,23497.817898999994,1713.6638970000004,1549.6617139999998,,,1527.3539410000003,"['rank_1', 'rank_6', 'rank_3', 'rank_5', 'rank_2', 'rank_4']"
codechef_LARGSMALL_larger-smaller,262.79929400000003,325.681863,259.0298379999999,357.63369600000004,338.83208900000005,299.15851399999997,,254.66904600000007,,,254.66904600000007,"['rank_6', 'rank_1', 'rank_4', 'rank_3', 'rank_2']"
codechef_LOTTERYTICK_lottery-tickets,1052.816454,1182.776159,,,994.7751450000001,1000.39979,,,,,994.7751450000001,"['rank_3', 'rank_4']"
codechef_LSU_costly-summit,257.17403599999994,258.73204799999996,335.2142819999999,294.238874,327.092977,282.9664020000001,271.44512,312.5898700000001,299.57104499999997,271.7462,271.44512,"['rank_5', 'rank_8', 'rank_4', 'rank_2', 'rank_7', 'rank_6', 'rank_3', 'rank_1']"
codechef_MAX6_max-sixers,286.15841800000004,321.30477,306.5228839999999,305.53034600000007,334.6953490000001,294.76630399999993,277.793961,283.82575099999997,290.03295199999997,255.259816,255.259816,"['rank_8', 'rank_5', 'rank_6', 'rank_7', 'rank_4', 'rank_2', 'rank_1', 'rank_3']"
codechef_MDGT_lost-in-the-fest!!,346.652101,262.128222,,,,,,,,,,[]
codechef_MINA2B_a-to-b,377.52747800000003,277.48368300000004,272.193813,396.987011,282.109597,,,,,,272.193813,"['rank_1', 'rank_3', 'rank_2']"
codechef_MINBOTTLES_minimum-bottles,320.319772,320.77806400000003,261.5221680000001,,306.821012,333.11122700000004,316.667594,287.674613,371.604094,276.30763,261.5221680000001,"['rank_1', 'rank_8', 'rank_6', 'rank_3', 'rank_5', 'rank_4', 'rank_7']"
codechef_MINCOL_minimum-colours-(easy),1753.1013329999996,2040.6471189999997,,,,,,,,,,[]
codechef_MINMAXSUB_min-max-game,480.39718500000004,403.7705540000001,,,,,,,441.689568,,441.689568,['rank_7']
codechef_MODINDROME_modindrome,,343.28763799999996,1514.9143139999999,,,300.53467800000004,,,,,300.53467800000004,"['rank_4', 'rank_1']"
codechef_MOVEMENT_move-grid,317.74442300000004,371.931084,283.86363,296.089356,344.42299499999996,362.7467970000001,308.190236,360.0129960000001,333.930243,276.885409,276.885409,"['rank_8', 'rank_1', 'rank_2', 'rank_5', 'rank_7', 'rank_3', 'rank_6', 'rank_4']"
codechef_MOVPR_movie-snacks,318.624146,276.587044,304.298142,324.9767820000001,398.06731800000006,,306.94943200000006,,268.436539,501.946245,268.436539,"['rank_7', 'rank_1', 'rank_5', 'rank_2', 'rank_3', 'rank_8']"
codechef_MSATP_friendly-binary-strings,330.60291599999994,307.106843,302.12027099999995,,1353.6692679999999,294.795282,458.7097060000001,275.644708,287.91934499999996,,275.644708,"['rank_6', 'rank_7', 'rank_4', 'rank_1', 'rank_5', 'rank_3']"
codechef_MXFREQ_multiplexer,,410.8366869999999,,,,,,,,,,[]
codechef_MXON_maximum-ones,346.979878,368.216774,293.84811799999994,376.66432999999995,308.65057099999996,287.98343300000005,293.948039,396.87984599999993,307.762766,264.74090500000005,264.74090500000005,"['rank_8', 'rank_4', 'rank_1', 'rank_5', 'rank_7', 'rank_3', 'rank_2', 'rank_6']"
codechef_NEWYEAR_happy-new-year!,309.15452199999993,317.9932109999999,298.288807,339.32188999999994,307.7244549999999,305.3227590000001,348.43801699999995,259.171683,336.643456,352.9831020000001,259.171683,"['rank_6', 'rank_1', 'rank_4', 'rank_3', 'rank_7', 'rank_2', 'rank_5', 'rank_8']"
codechef_NUGGET_moneymaking,292.47567100000003,303.8972600000001,303.263929,336.96474199999994,322.634238,279.15118099999995,289.736643,340.57593499999996,395.7672299999999,322.393496,279.15118099999995,"['rank_4', 'rank_5', 'rank_1', 'rank_8', 'rank_3', 'rank_2', 'rank_6', 'rank_7']"
codechef_ORANGES_too-many-oranges,297.018344,339.70681899999994,344.19317899999993,280.104024,316.95048499999996,262.05413200000004,321.981756,330.10044100000005,333.50891199999995,254.58675900000003,254.58675900000003,"['rank_8', 'rank_4', 'rank_2', 'rank_3', 'rank_5', 'rank_6', 'rank_7', 'rank_1']"
codechef_P1169_entry-check,287.60137100000003,366.612684,257.95842300000004,288.683222,379.311269,239.798753,293.368224,398.81236699999994,292.44740099999996,362.516894,239.798753,"['rank_4', 'rank_1', 'rank_2', 'rank_7', 'rank_5', 'rank_8', 'rank_3', 'rank_6']"
codechef_P1175_assignment-due,274.902427,312.470315,292.90533500000004,315.70357299999995,341.41899900000004,372.495989,280.77914400000003,320.76704500000005,,,280.77914400000003,"['rank_5', 'rank_1', 'rank_2', 'rank_6', 'rank_3', 'rank_4']"
codechef_P2169_opposite-attract,355.81079500000004,316.983077,235.750892,268.282852,328.448777,277.24346999999995,346.075696,273.797466,393.0218600000001,306.78974400000004,235.750892,"['rank_1', 'rank_2', 'rank_6', 'rank_4', 'rank_8', 'rank_3', 'rank_5', 'rank_7']"
codechef_P2175_technex-tickets,319.02548899999994,323.837143,405.4985250000001,378.428263,,263.133726,,254.685064,462.75165799999996,,254.685064,"['rank_6', 'rank_4', 'rank_2', 'rank_1', 'rank_7']"
codechef_P2P_make-odd,274.29306699999995,371.983166,305.276657,258.34887100000003,329.038796,346.730126,279.96423899999996,315.394871,349.33789599999994,310.943114,258.34887100000003,"['rank_2', 'rank_5', 'rank_1', 'rank_8', 'rank_6', 'rank_3', 'rank_4', 'rank_7']"
codechef_P3169_make-k-most-frequent,316.35266300000006,315.79136800000003,,,,,,,,,,[]
codechef_P3175_make-same,,303.545164,,,,,,,,,,[]
codechef_P4169_hamming-equivalent,544.5076190000001,402.86937199999994,,,,,839.3942049999999,,,,839.3942049999999,['rank_5']
codechef_P4172_transform-string,298.622613,488.66542699999997,,,307.16849800000006,242.162317,,,,,242.162317,"['rank_4', 'rank_3']"
codechef_P4175_alternate-it!,510.48444100000006,406.53754699999996,,,,,,,,,,[]
codechef_P5169_constant-subsequence,420.64435499999996,705.4100359999999,634.3914330000001,592.7087230000001,685.7853540000001,658.105628,,,,693.790738,592.7087230000001,"['rank_2', 'rank_1', 'rank_4', 'rank_3', 'rank_8']"
codechef_PERMCON_permutation-construct,283.21931800000004,359.4203729999999,279.40258600000004,258.645091,360.027895,386.394462,307.871504,,279.524769,290.61846199999997,258.645091,"['rank_2', 'rank_1', 'rank_7', 'rank_8', 'rank_5', 'rank_3', 'rank_4']"
codechef_PERMMODK_permutation-mod-k,323.58369100000004,255.01710899999998,,,,,,,,,,[]
codechef_PERMUTATION2_permutation-pair,294.404701,259.61093,278.322042,319.56859,1580.7564649999997,314.950238,1659.6659960000002,,,326.18089299999997,278.322042,"['rank_1', 'rank_4', 'rank_2', 'rank_8', 'rank_3', 'rank_5']"
codechef_PIVOTALREV_pivotal-reversal,,19436.395903999997,242.20446,9413.317374999999,,9690.659415,,9401.991562,,9325.633127,242.20446,"['rank_1', 'rank_8', 'rank_6', 'rank_2', 'rank_4']"
codechef_PLACE0110_placing-01-and-10,340.39212899999995,447.146007,381.14764999999994,326.685802,349.251142,358.48791100000005,446.84288300000003,375.91310200000004,351.416558,358.083276,326.685802,"['rank_2', 'rank_3', 'rank_7', 'rank_8', 'rank_4', 'rank_6', 'rank_1', 'rank_5']"
codechef_POSTPERI_poster-perimeter,288.145935,269.438876,379.7512090000001,,,247.509635,367.60870600000004,,,,247.509635,"['rank_4', 'rank_5', 'rank_1']"
codechef_QUICKEXIT0_quick-exit,,422.0424,,,,,,,,,,[]
codechef_RBGM_red-blue-sort,324.170274,344.139055,269.815714,365.77552099999997,310.395758,428.4657030000001,305.68222099999997,,338.720224,359.031988,269.815714,"['rank_1', 'rank_5', 'rank_3', 'rank_7', 'rank_8', 'rank_2', 'rank_4']"
codechef_RURT_run-for-fun,277.72979599999996,331.41440800000004,316.343845,304.663527,338.41981599999997,305.108947,327.584925,,265.172885,300.53154100000006,265.172885,"['rank_7', 'rank_8', 'rank_2', 'rank_4', 'rank_1', 'rank_5', 'rank_3']"
codechef_SAMEAND_same-and,262.911043,285.858276,278.83209800000003,332.18063700000005,,,,378.00927500000006,350.83428799999996,,278.83209800000003,"['rank_1', 'rank_2', 'rank_7', 'rank_6']"
codechef_SMOOTHINC_smoothly-increasing,482.9996339999999,518.340112,580.554636,,523.9434309999998,464.199236,,,,,464.199236,"['rank_4', 'rank_3', 'rank_1']"
codechef_SORTTHEM_sort-them,270.7708319999999,300.39381599999996,,335.6320309999999,322.609845,,,,,,322.609845,"['rank_3', 'rank_2']"
codechef_SPC2025Q2_itz-simple,265.995898,328.02911099999994,320.472779,316.55907799999994,335.124955,390.208494,321.926436,318.36002399999995,299.06427399999995,278.167661,278.167661,"['rank_8', 'rank_7', 'rank_2', 'rank_6', 'rank_1', 'rank_5', 'rank_3', 'rank_4']"
codechef_SPC2025Q5_halloween-array,299.0897349999999,296.541655,272.1182399999999,309.424332,357.51406599999996,346.91054900000006,337.139026,348.2067129999999,337.41916900000007,279.58161999999993,272.1182399999999,"['rank_1', 'rank_8', 'rank_2', 'rank_5', 'rank_7', 'rank_4', 'rank_6', 'rank_3']"
codechef_SPC2025Q6_connecting-wells,934.225808,1109.181495,1005.811401,,,1046.8114749999997,,,1064.1018890000003,,1005.811401,"['rank_1', 'rank_4', 'rank_7']"
codechef_SPC2025_new-pro-coder,354.427015,330.81866099999996,380.78727499999997,363.93200399999995,293.30548000000005,,262.60765200000003,,313.7678899999999,330.99657499999995,262.60765200000003,"['rank_5', 'rank_3', 'rank_7', 'rank_8', 'rank_2', 'rank_1']"
codechef_SQUIDBANK_squid-game---piggy-bank,321.95809,400.66634099999993,337.518231,304.80788700000005,289.38567700000004,271.36233699999997,258.039909,317.68256700000006,369.13968700000004,393.255929,258.039909,"['rank_5', 'rank_4', 'rank_3', 'rank_2', 'rank_6', 'rank_1', 'rank_7', 'rank_8']"
codechef_STKSTR_streak-star,355.821285,336.82442199999997,289.42858299999995,407.32655,304.20702600000004,247.972615,300.284585,,264.391309,257.61931,247.972615,"['rank_4', 'rank_8', 'rank_7', 'rank_1', 'rank_5', 'rank_3', 'rank_2']"
codechef_STOT_s-to-t,370.8822909999999,321.9248329999999,,,334.48596899999995,,308.21950400000003,314.790887,,,308.21950400000003,"['rank_5', 'rank_6', 'rank_3']"
codechef_STRANGENIM_strange-nim-game,,6730.149255,,,,,,,,,,[]
codechef_SUMBYOR_sum-by-or,381.0453,334.47488300000003,255.03143100000005,287.03633199999996,309.9614930000001,330.374886,299.67722100000003,282.01070000000004,295.596666,,255.03143100000005,"['rank_1', 'rank_6', 'rank_2', 'rank_7', 'rank_5', 'rank_3', 'rank_4']"
codechef_SWPG_shall-we-play-a-game,380.437504,351.98004799999995,266.403493,328.121565,347.671085,295.05735,286.6513979999999,300.12284400000004,319.919182,,266.403493,"['rank_1', 'rank_5', 'rank_4', 'rank_6', 'rank_7', 'rank_2', 'rank_3']"
codechef_TEMPBAL_temperature-balance,962.9791839999999,892.742772,1035.211679,922.235808,,1008.2417120000001,1054.26352,,922.6551019999999,892.4273450000001,892.4273450000001,"['rank_8', 'rank_2', 'rank_7', 'rank_4', 'rank_1', 'rank_5']"
codechef_TIMA_time-machine,388.2771129999999,334.15425700000003,345.08318199999997,336.7803409999999,288.295146,254.31401300000002,277.64633200000003,,272.167206,295.25766500000003,254.31401300000002,"['rank_4', 'rank_7', 'rank_5', 'rank_3', 'rank_8', 'rank_2', 'rank_1']"
codechef_TMPTMP_temporary-temperature,431.46469699999994,350.660489,294.088696,370.28957799999995,331.754246,359.355228,,279.35785,344.602785,316.966213,279.35785,"['rank_6', 'rank_1', 'rank_8', 'rank_3', 'rank_7', 'rank_4', 'rank_2']"
codechef_TRICHECK_triangle-checking,337.57247799999993,302.907689,288.640588,254.10254400000002,270.151293,372.30172899999997,331.777219,267.91022599999997,272.049872,294.614113,254.10254400000002,"['rank_2', 'rank_6', 'rank_3', 'rank_7', 'rank_1', 'rank_8', 'rank_5', 'rank_4']"
